,name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,time_res
83,16,557.048789473684,4363.17134308007,-844.996865962064,0.067019484006694,163.930144518231,2591.12856580932,512.498761885784,512.487466342933,126.074373885397,46.1896182879566,1.74944912243717,0.060052434127334,0.001174465340594,0.002881644152845,0.002921868397677,0.001070493305312,1.38699624377682E-05,1.024E-05
84,1,557.637947368421,4458.21232566804,-855.60168753617,0.130025386041558,9.60863432548971,1816.47190723448,512.499186401466,512.483619355942,174.838600747151,46.8693335287375,1.7472807674946,0.116833700121219,0.003563103818815,0.01108107095261,0.011266394846124,0.003013208176477,2.62668069834181E-05,1.024E-05
85,2,557.637947368421,4427.43838194467,-641.849071590472,0.489966766258324,3.81372213701827,81.5063772119665,512.493628118696,512.474689150047,178.846199452392,44.3569636961318,11.2289734343244,0.037467403600221,0.027468128472689,0.08010489200557,0.082395152735028,0.02037987675676,0.000171768935898,1.024E-05
86,3,557.637947368421,4489.92447670638,-1852.86984353076,1.12126409504693,4.06093686087132,184.390885781287,512.496001054085,512.351518209828,19.1569648934626,171.001566100688,4.79455575728688,0.056894746895382,0.007309458540333,0.052578819506881,0.005908970046842,0.052848014297089,4.94997228007799E-05,1.024E-05
87,4,557.637947368421,4603.95218063416,-917.287928501756,15.189764910046,3.32208914788877,4.12590481018568,512.401295570137,512.553657623335,162.616137070104,26.7573422598308,1.73563374421937,0.046252300407499,0.420268284257609,1.7969220881941,1.82213346230323,0.299670557078967,0.002680436716556,1.024E-05
88,5,557.637947368421,4435.77619565023,-1476.95523194941,33.2558753237036,3.34939275709292,5.51949097000612,512.474671004888,512.543985574733,37.260932815081,167.271698578985,1.67374356388023,0.038360730575318,0.283588055946122,1.15528034183556,0.258565419480366,1.16255146609366,0.002301669302243,1.024E-05
89,6,557.637947368421,4513.18439311792,-2892.34512335052,2.49736257691356,6.71174813012231,154.067269467501,512.493748730849,511.784481146377,158.539691807691,12.2883397162951,1.62350323438735,0.0634586183375,0.006114210206918,0.065209465536906,0.065334312388892,0.005061489717418,4.54249445507981E-05,1.024E-05
90,7,557.637947368421,4351.04256542009,-820.168402550103,0.54357158127865,6.32591349596612,269.777602300015,512.496269773078,512.467967708587,103.286757959548,38.5990176319406,1.75473792179871,0.052339699683229,0.008224008539393,0.019748068409608,0.02003853912074,0.007488489116826,0.0001191771476,1.024E-05
91,8,557.637947368421,4563.38681317666,-317.367540535073,0.056580181500555,5.99670984001059,246.013206650089,512.494765829829,512.494725504125,173.667534855834,63.8498875952721,2.01896009322344,0.028491942881647,0.010970123132733,0.018406618016506,0.020122586860434,0.007393524077139,6.96216702479103E-05,1.024E-05
92,11,557.637947368421,4511.88830173482,-855.212882296801,4.81027644948411,3.38008278649353,11.9340501839994,512.499703081486,512.417420247803,183.816796571378,39.3453396775389,1.7473593457805,0.036630473725082,0.15457017319322,0.555476677720255,0.566151750742087,0.120558376707136,0.000972594454454,1.024E-05
93,12,557.637947368421,4404.97612469556,-836.9825555657,0.747851856296411,3.91937456747039,82.470189049381,512.498187175403,512.456623368164,28.4109062084064,139.322698908967,-1.39046956238608,0.04320977808664,0.019642154761282,0.071859194603367,0.014885035103534,0.072994984309473,0.000157653402697,1.024E-05
94,13,557.637947368421,4594.33122479557,-776.069155906353,0.145995696996006,11.4618394536318,927.341791596028,512.499049744434,512.462837823652,142.602405889114,40.2384595930439,1.76493627733702,0.076167190295157,0.003952425187538,0.011510050508563,0.011712911109919,0.003304914202681,3.5611208460809E-05,1.024E-05
95,14,557.637947368421,4475.58898865501,-2105.51732689537,0.610567460967911,4.77284722769483,328.500195257178,512.496848726373,512.190868836071,161.469554235709,11.4194252889498,7.92632565990003,0.068326519321784,0.003391534990926,0.033495155733533,0.03360661052514,0.00237482227689,2.09055285121455E-05,1.024E-05
96,15,557.637947368421,4278.44075262017,-299.976943106974,0.177724074862917,15.4131996501762,520.673740140163,512.483759672184,512.491470074058,66.6097978122601,46.9887967440484,2.04135219736936,0.062776072108159,0.00622550838107,0.007605385947459,0.008031313604642,0.005665408317,0.000239416666948,1.024E-05
97,16,557.637947368421,4363.17134308007,-895.334573368035,0.075425611042265,163.268081002108,2591.45465342198,512.498684782838,512.487715708344,125.874653877139,46.2551904626476,1.73960005571132,0.060177346985621,0.001167171589706,0.002887031914093,0.002922937689184,0.001074107527246,1.39519170211713E-05,1.024E-05
